rank,Youtuber,subscribers,videoViews,videoCount,category,started
501,493,15500000,5982443648,157377,9,2014
502,494,15500000,5442036950,1726,5,2013
503,495,15500000,1294519810,1803,4,2015
504,496,15400000,5602802498,2085,8,2013
505,497,15400000,6541827030,3537,0,2013
506,498,15400000,5534075089,343,4,2019
507,499,15400000,2805232542,46290,1,2014
509,500,15300000,12818689835,58886,4,2015
510,501,15200000,8199671601,16953,4,2011
511,502,15200000,8085387780,544,4,2014
512,503,15200000,11470355227,51,0,2009
513,504,15200000,6003697328,80,0,2010
514,505,15200000,4465727515,3392,5,2018
515,506,15200000,4683488651,78,10,2017
516,507,15200000,2528566554,1700,10,2012
517,508,15200000,2359375167,611,7,2012
518,509,15100000,10715145365,1315,4,2015
519,510,15100000,7990515155,863,4,2012
520,511,15100000,11583824903,26477,4,2015
521,512,15100000,2919203136,2206,1,2014
522,513,15100000,1535589708,1186,3,2017
523,514,15100000,1488692745,988,3,2013
524,515,15000000,11688798550,49889,4,2010
525,516,15000000,8678492072,4478,0,2014
526,517,15000000,8769075543,67,0,2012
527,518,15000000,6483845834,430,4,2019
528,519,15000000,8132415475,456,4,2019
529,520,15000000,5438131771,3440,5,2018
530,521,15000000,4559692349,14,0,2016
531,522,15000000,4484263923,3102,3,2013
532,523,15000000,4160511912,4404,7,2017
533,524,15000000,2774875062,216,5,2008
534,525,15000000,1678559984,479,5,2008
535,526,14900000,439098,1,5,2008
536,527,14900000,12484253152,285,0,2009
537,528,14900000,18840617532,28683,4,2005
538,529,14900000,9171517368,18735,8,2012
539,530,14900000,10469251425,8169,0,2011
540,531,14900000,6655475239,4951,3,2008
541,532,14900000,6178735188,392,4,2010
542,533,14900000,2568493946,1918,7,2010
543,534,14900000,1630452954,158,10,2015
544,535,14800000,10387146066,19368,4,2010
545,536,14800000,7353265213,776,0,2005
546,537,14800000,8349695433,5225,4,2015
547,538,14800000,9864262216,732,1,2014
548,539,14800000,6604382784,1340,3,2009
549,540,14800000,4790199895,525,4,2016
550,541,14800000,5013387703,3646,3,2013
551,542,14800000,4255591418,1684,4,2015
552,543,14800000,3905723697,85,4,2006
553,544,14800000,3689834035,976,5,2018
554,545,14800000,1938796955,87,5,2020
555,546,14800000,1359023136,391,4,2013
556,547,14700000,10398104437,212,0,2012
557,548,14700000,8282592676,8625,4,2017
558,549,14700000,7773089325,4624,0,2010
559,550,14700000,5647481648,65241,9,2008
560,551,14700000,4518966874,381,4,2017
561,552,14700000,4784433628,7674,4,2012
562,553,14700000,4468774867,899,5,2015
563,554,14700000,3498040367,4643,7,2017
564,555,14700000,6062569897,5864,13,2008
565,556,14600000,18917303323,143,0,2009
566,557,14600000,8886913617,407,0,2009
567,558,14600000,7981563626,294,0,2008
568,559,14600000,6090840731,95987,9,2013
569,560,14600000,5544547819,16437,9,2009
570,561,14600000,3480250258,858,10,2010
571,562,14600000,3226020734,175,0,2010
572,563,14600000,1859586741,2898,1,2017
573,564,14600000,1310544121,2250,0,2013
574,565,14500000,10323589482,183,0,2009
575,566,14500000,12573029533,992,8,2013
576,567,14500000,12629200270,1190,0,2006
577,568,14500000,11995915981,209097,9,2010
578,569,14500000,7331868655,3307,10,2006
579,119,14500000,6036342725,1147,4,2011
580,570,14500000,9685321623,1081,4,2015
581,571,14500000,6378481319,1445,8,2017
582,572,14500000,5069817134,120858,9,2007
583,573,14500000,3644137000,630,4,2014
584,574,14500000,2385190008,51,4,2017
585,575,14500000,2655046551,2410,3,2016
586,576,14500000,2175911149,1312,4,2016
587,577,14500000,1694934569,362,4,2014
588,578,14500000,1416689094,370,4,2008
589,579,14400000,7526971366,67,0,2013
590,580,14400000,6164527861,20085,0,2014
591,581,14400000,6161605244,630,10,2006
592,582,14400000,4914128767,568,5,2016
593,583,14400000,5558117744,305,0,2011
594,584,14400000,7061275751,4281,5,2020
595,585,14400000,4812187551,539,5,2014
596,586,14400000,3919524704,478,10,2010
597,587,14400000,3733683543,852,0,2016
598,588,14400000,3400090845,428,5,2017
599,589,14400000,3005899595,205,10,2007
600,590,14400000,2346592288,297,4,2010
601,591,14400000,2013234398,401,4,2014
602,592,14300000,13310308313,1540,0,2008
603,593,14300000,9548597909,556,5,2020
604,594,14300000,4230572281,17878,3,2005
605,595,14300000,2081351545,2514,3,2017
606,596,14300000,2014152450,398,4,2013
607,597,14300000,1547521967,200,5,2017
608,598,14200000,8511385256,38,0,2016
609,599,14200000,7365642885,668,3,2016
610,600,14200000,6767838159,357,4,2016
611,601,14200000,4812994887,599,5,2014
612,602,14200000,4885163357,2554,0,2012
613,603,14200000,4533034236,167,8,2017
614,604,14200000,4189052804,3429,0,2014
615,605,14200000,2512937687,638,5,2014
616,606,14100000,17905081262,168,0,2011
617,607,14100000,9438904191,174684,9,2009
618,608,14100000,12083277333,155569,9,2005
619,609,14100000,5021164640,964,0,2014
620,610,14100000,5221155648,20582,4,2011
621,611,14100000,4265711762,396,4,2015
622,612,14100000,3851507257,1189,8,2014
623,613,14100000,3410001605,688,4,2013
624,614,14100000,3068619934,407,4,2017
625,615,14000000,3636809960,891,4,2013
626,616,14000000,13364784369,3996,3,2012
627,617,14000000,7752154061,649,4,2018
628,618,14000000,6272005457,1987,7,2015
629,619,14000000,4816638383,5446,3,2012
630,620,14000000,3152582636,777,6,2011
631,621,13900000,8013016996,2340,4,2017
632,622,13900000,8048210407,2519,4,2014
633,623,13900000,5606959168,3490,3,2013
634,624,13900000,5422335319,12258,6,2006
635,625,13900000,5778034318,6400,3,2012
636,626,13900000,5816295650,1628,3,2009
637,627,13900000,5056080182,45,0,2017
638,628,13900000,4427609230,1349,4,2006
639,629,13900000,3931202248,156,0,2012
640,630,13900000,2469411668,437,4,2014
641,631,13900000,2382268150,534,7,2014
642,632,13900000,1562768226,852,7,2008
643,633,13800000,2203376862,9960,6,2006
644,634,13800000,7685405847,408,5,2017
645,635,13800000,7013383323,224,10,2009
646,636,13800000,3835968267,96,0,2007
647,637,13800000,4057054946,1007,7,2010
648,638,13800000,2583408205,694,5,2013
649,639,13700000,225191097,344,3,2016
650,640,13700000,13822177908,70454,4,2011
651,641,13700000,7394853164,54722,4,2012
652,642,13700000,5660289473,362,4,2018
653,643,13700000,7269291992,562,5,2018
654,644,13700000,4285457943,515,5,2018
655,645,13700000,3101895284,1372,4,2011
656,646,13700000,2201167967,164,8,2009
657,647,13700000,1893820151,2919,4,2008
658,648,13700000,1882235841,373,7,2010
659,649,13600000,8727207691,53533,4,2011
660,650,13600000,8649139354,417,0,2007
661,651,13600000,5801199256,4452,3,2014
662,652,13600000,5325454303,3977,3,2011
663,653,13600000,1699669363,1436,1,2006
664,654,13500000,8306091825,826,8,2015
665,655,13500000,7508843409,2770,5,2019
666,656,13500000,5860777243,4599,0,2016
667,657,13500000,4977566807,463,1,2011
668,658,13500000,2116009610,854,5,2016
669,659,13500000,1926532344,2138,3,2014
670,660,13500000,1792757553,122,0,2012
671,661,13400000,15778544226,69731,4,2018
672,662,13400000,10047123955,352,4,2012
673,663,13400000,11589784991,71206,9,2006
674,664,13400000,9054727117,59,0,2011
675,665,13400000,7855326888,18325,4,2007
676,666,13400000,7301307830,371,0,2009
677,667,13400000,6045422126,1620,3,2015
678,668,13400000,4975821188,595,10,2014
679,669,13400000,4344884807,493,5,2014
680,670,13400000,4427208053,13,5,2017
681,671,13400000,3533680308,172,0,2007
682,672,13400000,3659613327,681,4,2007
683,673,13400000,2046344368,406,7,2014
684,674,13400000,1092248349,12,0,2019
685,675,13400000,638326662,117,10,2015
686,676,13300000,19691312985,235,0,2010
687,677,13300000,11695828552,1421,0,2006
688,678,13300000,5259245361,1552,0,2014
689,679,13300000,4229571870,3027,3,2007
690,680,13200000,6282100713,404,4,2019
691,681,13200000,4522774674,275,5,2014
692,682,13200000,4655009420,694,3,2018
693,683,13200000,4639173668,340,5,2019
694,684,13200000,3173575287,490,7,2012
695,685,13200000,1380896972,16,5,2017
696,686,13100000,12102023764,7805,5,2015
697,687,13100000,5791129136,7672,3,2006
698,688,13100000,5680652976,4895,0,2012
699,689,13100000,4606244054,586,10,2012
700,690,13100000,4846410942,409,4,2018
701,691,13100000,5149512811,838,8,2019
702,692,13100000,4064473466,276,5,2017
703,693,13100000,1938724616,1223,3,2015
704,694,13100000,741066278,238,4,2015
705,695,13000000,10664585,29,4,2016
706,696,13000000,13581231885,7996,4,2013
707,697,13000000,14773705750,137,0,2009
708,698,13000000,6244275339,3000,5,2012
709,699,13000000,3545774062,96,10,2015
710,700,13000000,2581452824,282,0,2006
711,701,13000000,1738311790,616,6,2011
712,702,13000000,926279238,221,5,2019
713,703,12900000,3274234309,529,0,2014
714,704,12900000,13130570880,167,0,2009
715,705,12900000,9539435945,1055,0,2014
716,706,12900000,4621224472,173,0,2009
717,707,12900000,6130500064,339,7,2018
718,708,12900000,5543670656,390,6,2009
719,709,12900000,2970575636,486,4,2011
720,710,12900000,2839759455,2331,1,2016
721,711,12900000,2639885987,1931,7,2009
722,712,12900000,2162786560,1296,7,2006
723,713,12900000,1636814649,511,10,2015
724,714,12900000,1300528162,238,5,2017
725,715,12900000,990362305,587,10,2009
726,716,12800000,6165983944,284,1,2016
727,717,12800000,13067020729,1960,5,2021
728,718,12800000,8366717082,36800,4,2011
729,719,12800000,6887508307,33,0,2009
730,720,12800000,6722961376,3212,4,2010
731,721,12800000,6334967135,9347,4,2011
732,722,12800000,6682031898,1354,4,2008
733,723,12800000,6224195587,86735,4,2008
734,724,12800000,5243185280,169,0,2010
735,725,12800000,3948852379,3931,3,2008
736,726,12800000,3841146030,16397,9,2006
737,727,12800000,2266640311,765,5,2013
738,728,12800000,1609903713,393,5,2017
739,729,12800000,1343814218,745,13,2006
740,730,12800000,918548566,482,1,2016
741,731,12700000,19472063469,1617,4,2019
742,732,12700000,8367047990,93,0,2010
743,733,12700000,6055781883,389,4,2019
744,734,12700000,6503369315,2282,4,2014
745,735,12700000,4639145138,5111,3,2012
746,736,12700000,3207538507,5219,4,2013
747,737,12700000,2582093496,758,4,2013
748,738,12700000,2138416538,1544,3,2017
749,739,12600000,1986603595,358,4,2009
750,740,12600000,10768365983,542,15,2020
751,741,12600000,3960601978,44,0,2013
752,742,12600000,8830704358,12973,15,2005
753,743,12600000,7265803610,1273,4,2016
754,744,12600000,5169203026,15573,4,2011
755,745,12600000,4270306760,533,7,2017
756,746,12600000,4241651530,1107,4,2015
757,747,12600000,3916931694,511,0,2012
758,748,12600000,3337753407,1430,1,2010
759,749,12600000,2875252577,152,4,2016
760,750,12600000,1795358843,336,1,2010
761,751,12600000,1629550071,530,4,2013
762,752,12600000,1104329570,405,4,2012
763,753,12600000,978876224,1604,7,2016
764,754,12500000,1302818088,567,5,2016
765,755,12500000,9102860878,630,4,2007
766,756,12500000,11451399743,3261,4,2008
767,757,12500000,7198667373,3133,4,2014
768,758,12500000,5283086890,76545,4,2008
769,759,12500000,4944109812,709,0,2006
770,760,12500000,4372757487,1399,0,2010
771,761,12500000,4547822776,1498,4,2011
772,762,12500000,4747533461,856,10,2011
773,763,12500000,3211108711,1431,4,2010
774,764,12500000,2940312253,34843,1,2015
775,765,12500000,2352844574,1414,6,2010
776,766,12500000,1446664137,1041,5,2014
777,767,12400000,10743601694,5581,5,2011
778,768,12400000,9025460804,225232,9,2013
779,769,12400000,7312991342,89,5,2008
780,770,12400000,9181398526,607,4,2012
781,771,12400000,5859164410,1032,4,2019
782,772,12400000,6556822629,104,0,2007
783,773,12400000,7036027389,1574,0,2014
784,774,12400000,8199848915,2122,4,2012
785,775,12400000,5477760778,1592,10,2016
786,776,12400000,6054112231,39,0,2018
787,777,12400000,4440271314,529,0,2013
788,778,12400000,4007664795,984,4,2012
789,779,12400000,3044339760,1068,5,2010
790,780,12400000,3284897861,204,4,2014
791,781,12400000,3368183197,355,4,2006
792,782,12400000,2338362639,1234,7,2014
793,783,12400000,2305594041,1126,3,2019
794,784,12400000,1796220780,130,3,2017
795,785,12400000,1022959848,463,3,2015
796,786,12400000,959616512,384,4,2013
797,787,12300000,11606288094,3238,0,2007
798,788,12300000,6706548354,1182,1,2014
799,789,12300000,4679118911,925,1,2016
800,790,12300000,4219567300,2430,7,2015
801,791,12300000,3807810342,1066,8,2014
802,792,12300000,2761291454,203,5,2014
803,793,12300000,2286659867,344,4,2016
804,794,12200000,5770890911,1101,4,2019
805,795,12200000,14390156987,367,4,2014
806,796,12200000,7908428418,6993,15,2014
807,797,12200000,7856644944,6411,10,2007
808,798,12200000,8959285840,3931,0,2009
809,799,12200000,6201317137,751,2,2017
810,800,12200000,6308397105,2070,7,2015
811,801,12200000,3956552948,674,4,2015
812,802,12200000,3817813233,707,4,2015
813,803,12200000,2748616115,981,10,2014
814,804,12200000,2770979129,921,5,2015
815,805,12200000,2590550091,322,4,2018
816,806,12100000,10471677314,329711,9,2007
817,807,12100000,8747974258,48,0,2011
818,808,12100000,9823385812,6967,0,2007
819,809,12100000,5294095545,4241,0,2014
820,810,12100000,4732355492,3062,3,2014
821,811,12100000,3904515416,9589,6,2006
822,812,12100000,2746045885,632,17,2015
823,813,12100000,2329241574,793,4,2011
824,814,12100000,1809901493,3285,13,2011
825,815,12000000,12493403632,290,0,2009
826,816,12000000,6370982440,100,0,2012
827,817,12000000,5676001571,40,0,2011
828,818,12000000,6447519975,10858,3,2012
829,819,12000000,5850856870,1863,3,2013
830,820,12000000,5358131096,153929,9,2007
831,821,12000000,4510236068,126906,4,2006
832,822,12000000,2681755121,205,10,2011
833,823,12000000,2522809876,1207,5,2016
834,824,12000000,2004584036,1408,4,2018
835,825,12000000,2265382511,17104,9,2007
836,826,12000000,753341022,148,5,2015
837,827,11900000,5012830809,1568,5,2019
838,828,11900000,5636275144,140,0,2005
839,829,11900000,4349105305,3445,1,2011
840,830,11900000,4115401899,310,4,2013
841,831,11900000,6371101819,365,4,2021
842,832,11900000,4064045560,106,10,2018
843,833,11900000,3925624169,2126,4,2016
844,834,11900000,3533048715,2756,4,2008
845,835,11900000,3661572976,7428,4,2010
846,836,11900000,3347502658,1474,3,2013
847,837,11900000,2140151369,496,4,2015
848,838,11900000,1722795279,630,5,2011
849,839,11900000,1472027354,350,4,2006
850,840,11900000,1469047858,1528,4,2011
851,841,11900000,1248384511,962,3,2014
852,842,11800000,13615089843,173,0,2009
853,843,11800000,9232920975,114,0,2014
854,844,11800000,9144058244,84071,9,2017
855,845,11800000,7784893932,40608,4,2012
856,846,11800000,6881836992,172,0,2015
857,847,11800000,5473328070,1185,2,2014
858,848,11800000,4755190859,324,10,2014
859,849,11800000,4208225754,275,4,2014
860,850,11800000,3241537148,766,13,2015
861,851,11800000,3235532845,1151,3,2016
862,852,11800000,2538254830,890,3,2012
863,853,11800000,2085751416,131,0,2013
864,854,11800000,2190306341,259,4,2016
865,855,11800000,1590238217,289,3,2015
866,856,11800000,1461546183,741,3,2014
867,857,11800000,1882150122,3439,12,2016
868,858,11800000,1329092064,1687,7,2008
869,859,11800000,1190135430,1605,10,2010
870,860,11800000,920996435,924,13,2015
872,861,11700000,4770280667,19108,0,2011
873,862,11700000,9325685889,364,3,2018
874,863,11700000,7264301648,130,0,2015
875,864,11700000,7314674893,1563,1,2012
876,865,11700000,6890942780,959,8,2015
877,866,11700000,5768686721,402,0,2015
878,867,11700000,4908116204,371,0,2009
879,868,11700000,4265761191,927,1,2017
880,869,11700000,4356636895,377,5,2019
881,870,11700000,2002897892,917,5,2016
882,871,11700000,1828200652,429,10,2006
883,872,11700000,1531833342,283,4,2016
884,873,11700000,602060711,280,10,2014
885,874,11700000,255073454,108,3,2015
886,875,11600000,11106097841,149786,4,2014
887,876,11600000,11876297990,508,10,2020
888,877,11600000,5052785110,460,5,2015
889,878,11600000,5289951047,37,0,2005
890,879,11600000,4412088740,51,0,2014
891,880,11600000,5041539626,49789,9,2019
892,881,11600000,3375080065,25710,10,2008
893,882,11600000,3339092378,351,5,2017
894,883,11600000,2723781007,735,3,2014
895,884,11600000,2485814338,819,7,2014
896,885,11500000,7211913487,13,0,2006
897,886,11500000,11015842469,475,4,2015
898,887,11500000,7314674032,193940,5,2018
899,888,11500000,4592238139,1119,4,2006
900,889,11500000,6102648062,225,0,2012
901,890,11500000,5733616887,278,0,2013
902,891,11500000,4418589089,1267,4,2006
903,892,11500000,3837227706,10901,3,2011
904,893,11500000,1832620830,42,10,2017
905,894,11500000,1587661793,1425,5,2018
906,895,11500000,1418615214,329,5,2017
907,896,11400000,3825084,1,1,2015
908,897,11400000,5209512047,353,1,2014
909,898,11400000,9492696997,39,0,2007
910,899,11400000,7893769128,1861,2,2010
911,900,11400000,7802486828,3589,5,2011
912,901,11400000,4991697738,119,0,2012
913,902,11400000,5409544753,528,7,2014
914,903,11400000,4942306057,994,2,2014
915,904,11400000,4440911293,347,4,2018
916,905,11400000,4069124046,2248,15,2009
917,906,11400000,3011607663,1970,13,2012
918,907,11400000,2515501575,1023,7,2012
919,908,11400000,1605101022,5063,7,2018
920,909,11400000,1534278655,326,10,2011
921,910,11400000,1069320125,529,8,2015
922,911,11300000,1389660530,1117,5,2018
923,912,11300000,8954781989,13423,4,2013
924,913,11300000,8789109127,240,4,2020
925,914,11300000,8388840225,1538,8,2007
926,915,11300000,5335786775,254,0,2013
927,916,11300000,6261374873,313,0,2008
928,917,11300000,5129031730,998,0,2015
929,918,11300000,4826278522,2444,3,2012
930,919,11300000,4918241216,486,15,2006
931,920,11300000,4474548691,224,0,2012
932,921,11300000,4462580470,1719,4,2010
933,922,11300000,3924274232,5501,3,2010
934,923,11300000,3176486598,997,4,2015
935,924,11300000,3594122308,392,13,2015
936,925,11300000,2127059635,332,5,2015
937,926,11300000,2116631957,101,8,2014
938,927,11300000,2294003189,236,8,2014
939,928,11300000,1188547722,649,7,2012
940,929,11200000,1656301737,433,4,2011
941,930,11200000,1311726533,328,0,2015
942,931,11200000,12481668186,390,10,2021
943,932,11200000,11415809929,231,0,2012
944,933,11200000,7625038147,3216,5,2006
945,934,11200000,5892643162,129135,5,2006
946,935,11200000,5543363992,201,0,2009
947,936,11200000,4846700433,1738,4,2014
948,937,11200000,4562854224,102,4,2015
949,938,11200000,3344578049,2053,10,2007
950,939,11200000,3138496496,660,8,2018
951,940,11200000,2123231155,792,3,2014
952,941,11200000,1978138747,2882,3,2013
953,942,11200000,1753589438,405,4,2016
954,943,11200000,1543663972,551,4,2013
955,944,11200000,1646248092,3624,5,2013
956,945,11200000,1371995657,893,3,2017
957,946,11100000,4132213251,449,4,2017
958,947,11100000,15050447314,2910,4,2011
959,948,11100000,12321708693,2799,4,2010
960,949,11100000,7586526902,1126,4,2011
961,950,11100000,6761739774,396,4,2018
962,951,11100000,7015448647,1797,8,2013
963,952,11100000,5768785195,3952,3,2007
964,953,11100000,7000333135,397,4,2015
965,954,11100000,6680703649,356,5,2018
966,955,11100000,6297139999,5841,10,2006
967,956,11100000,4802776148,446,4,2019
968,957,11100000,3823868578,2101,0,2011
969,958,11100000,3250851179,257,4,2016
970,959,11100000,2891052624,2797,0,2011
971,960,11100000,2933099311,1906,5,2013
972,961,11100000,2242892562,355,8,2014
973,962,11100000,1903304025,626,7,2016
974,963,11100000,1793692542,1435,13,2011
975,964,11100000,1606057806,259,3,2014
976,965,11100000,1584174173,382,7,2013
977,966,11100000,1246793263,1047,5,2016
979,967,11000000,3703938514,2411,4,2005
980,968,11000000,19367966533,27156,9,2012
981,969,11000000,9521653019,8840,4,2015
982,970,11000000,8874980800,2196,3,2017
983,971,11000000,5459891400,25,0,2018
984,972,11000000,5211071220,160,0,2009
985,973,11000000,4227479765,942,4,2016
986,974,11000000,4040393626,770,4,2014
987,975,11000000,3685664468,1048,10,2009
988,976,11000000,3419435728,1962,3,2009
989,977,11000000,3306502621,1845,3,2016
990,978,11000000,3263285883,193,0,2016
991,979,11000000,886497694,505,5,2013
992,980,10900000,9948474904,791,4,2016
993,981,10900000,7934725886,1685,4,2008
994,982,10900000,6663450148,2726,1,2014
995,983,10900000,5589104660,920,8,2014
996,984,10900000,4609300218,3528,3,2014
997,985,10900000,4070521973,690,0,2013
998,986,10900000,3093784767,1006,3,2011
999,987,10900000,3040301750,831,3,2012
1000,988,10900000,2808411693,590,5,2017
